workflow,paper_id,field,gold,pred,match,match_reason
w10_schema_v4_access,SimST,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,SimST,target_class,traffic_speed_and_flow,traffic_speed_and_flow,yes,exact
w10_schema_v4_access,SimST,dataset_family,metr_la|pems_bay|pemsd4|pemsd7|pemsd8,metr_la|pems_bay|pemsd4|pemsd7|pemsd8,yes,exact_set
w10_schema_v4_access,SimST,has_public_code,not_reported,not_reported,yes,exact
w10_schema_v4_access,SimST,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,SimST,horizon_type,sequence,single_horizon,no,mismatch
w10_schema_v4_access,SimST,horizon_min_value,12,12,yes,exact
w10_schema_v4_access,SimST,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,SimST,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,SimST,frequency_value,5,5,yes,exact
w10_schema_v4_access,SimST,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,SimST,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,SimST,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,SimST,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,SimST,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,SimST,coding_status,complete,complete,yes,exact
w10_schema_v4_access,SimST,confidence,medium,high,no,mismatch
w10_schema_v4_access,KDD Wind Power,year,2022,2023,no,mismatch
w10_schema_v4_access,KDD Wind Power,venue_type,competition_workshop,preprint,no,mismatch
w10_schema_v4_access,KDD Wind Power,domain_class,multivariate_timeseries,energy_pv,no,mismatch
w10_schema_v4_access,KDD Wind Power,task_class,multivariate_timeseries_forecasting,pv_power_forecasting,no,mismatch
w10_schema_v4_access,KDD Wind Power,target_class,multiple_targets,pv_power,no,mismatch
w10_schema_v4_access,KDD Wind Power,dataset_family,not_reported,not_reported,yes,exact_set
w10_schema_v4_access,KDD Wind Power,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,KDD Wind Power,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,KDD Wind Power,horizon_type,dataset_specific,sequence,no,mismatch
w10_schema_v4_access,KDD Wind Power,horizon_min_value,288,288,yes,exact
w10_schema_v4_access,KDD Wind Power,horizon_max_value,288,288,yes,exact
w10_schema_v4_access,KDD Wind Power,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,KDD Wind Power,frequency_value,10,10,yes,exact
w10_schema_v4_access,KDD Wind Power,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,KDD Wind Power,graph_node_count_min,134,134,yes,exact
w10_schema_v4_access,KDD Wind Power,graph_node_count_max,134,134,yes,exact
w10_schema_v4_access,KDD Wind Power,node_unit,nodes,nodes,yes,exact
w10_schema_v4_access,KDD Wind Power,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,KDD Wind Power,coding_status,partial,complete,no,mismatch
w10_schema_v4_access,KDD Wind Power,confidence,medium,high,no,mismatch
w10_schema_v4_access,ASTGCRN,year,2023,2023,yes,exact
w10_schema_v4_access,ASTGCRN,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,ASTGCRN,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,ASTGCRN,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,ASTGCRN,target_class,traffic_flow,traffic_speed,no,mismatch
w10_schema_v4_access,ASTGCRN,dataset_family,pemsd3|pemsd4|pemsd7|pemsd8,pemsd3|pemsd4|pemsd7|pemsd8,yes,exact_set
w10_schema_v4_access,ASTGCRN,has_public_code,not_reported,not_reported,yes,exact
w10_schema_v4_access,ASTGCRN,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,ASTGCRN,horizon_type,dataset_specific,sequence,no,mismatch
w10_schema_v4_access,ASTGCRN,horizon_min_value,12,12,yes,exact
w10_schema_v4_access,ASTGCRN,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,ASTGCRN,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,ASTGCRN,frequency_value,dataset_specific,5,no,mismatch
w10_schema_v4_access,ASTGCRN,frequency_unit,mixed,minutes,no,mismatch
w10_schema_v4_access,ASTGCRN,graph_node_count_min,53,53,yes,exact
w10_schema_v4_access,ASTGCRN,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,ASTGCRN,node_unit,sensors,nodes,no,mismatch
w10_schema_v4_access,ASTGCRN,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,ASTGCRN,coding_status,partial,complete,no,mismatch
w10_schema_v4_access,ASTGCRN,confidence,medium,high,no,mismatch
w10_schema_v4_access,STG-NRDE,year,2023,2018,no,mismatch
w10_schema_v4_access,STG-NRDE,venue_type,preprint,journal,no,mismatch
w10_schema_v4_access,STG-NRDE,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,STG-NRDE,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,STG-NRDE,target_class,traffic_flow,traffic_flow,yes,exact
w10_schema_v4_access,STG-NRDE,dataset_family,pemsd3|pemsd4|pemsd7|pemsd8,pemsd3|pemsd4|pemsd7|pemsd8,yes,exact_set
w10_schema_v4_access,STG-NRDE,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,STG-NRDE,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,STG-NRDE,horizon_type,sequence,sequence,yes,exact
w10_schema_v4_access,STG-NRDE,horizon_min_value,12,12,yes,exact
w10_schema_v4_access,STG-NRDE,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,STG-NRDE,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,STG-NRDE,frequency_value,5,5,yes,exact
w10_schema_v4_access,STG-NRDE,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,STG-NRDE,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,STG-NRDE,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,STG-NRDE,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,STG-NRDE,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,STG-NRDE,coding_status,complete,complete,yes,exact
w10_schema_v4_access,STG-NRDE,confidence,medium,high,no,mismatch
w10_schema_v4_access,All Connected,year,2023,2023,yes,exact
w10_schema_v4_access,All Connected,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,All Connected,domain_class,multivariate_timeseries,energy_pv,no,mismatch
w10_schema_v4_access,All Connected,task_class,multivariate_timeseries_forecasting,pv_power_forecasting,no,mismatch
w10_schema_v4_access,All Connected,target_class,multiple_targets,pv_power,no,mismatch
w10_schema_v4_access,All Connected,dataset_family,not_reported,not_reported,yes,exact_set
w10_schema_v4_access,All Connected,has_public_code,not_reported,no,no,mismatch
w10_schema_v4_access,All Connected,has_public_dataset,no,no,yes,exact
w10_schema_v4_access,All Connected,horizon_type,single_horizon,single_horizon,yes,exact
w10_schema_v4_access,All Connected,horizon_min_value,6,6,yes,exact
w10_schema_v4_access,All Connected,horizon_max_value,6,6,yes,exact
w10_schema_v4_access,All Connected,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,All Connected,frequency_value,10,10,yes,exact
w10_schema_v4_access,All Connected,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,All Connected,graph_node_count_min,14,14,yes,exact
w10_schema_v4_access,All Connected,graph_node_count_max,14,14,yes,exact
w10_schema_v4_access,All Connected,node_unit,stations,stations,yes,exact
w10_schema_v4_access,All Connected,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,All Connected,coding_status,partial,complete,no,mismatch
w10_schema_v4_access,All Connected,confidence,medium,high,no,mismatch
w10_schema_v4_access,ST-GCRN Air Quality,year,2025,2023,no,mismatch
w10_schema_v4_access,ST-GCRN Air Quality,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,domain_class,air_quality,air_quality,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,task_class,air_quality_forecasting,air_quality_forecasting,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,target_class,aqi,aqi,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,dataset_family,not_reported,yangtze_air_quality,no,set_mismatch
w10_schema_v4_access,ST-GCRN Air Quality,has_public_code,no,no,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,has_public_dataset,no,no,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,horizon_type,multi_horizon,multi_horizon,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,horizon_min_value,1,1,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,horizon_unit,hours,hours,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,frequency_value,1,1,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,frequency_unit,hours,hours,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,graph_node_count_min,1024,25,no,mismatch
w10_schema_v4_access,ST-GCRN Air Quality,graph_node_count_max,1024,37,no,mismatch
w10_schema_v4_access,ST-GCRN Air Quality,node_unit,stations,stations,yes,exact
w10_schema_v4_access,ST-GCRN Air Quality,graph_node_count_status,partial,found,no,mismatch
w10_schema_v4_access,ST-GCRN Air Quality,coding_status,partial,complete,no,mismatch
w10_schema_v4_access,ST-GCRN Air Quality,confidence,medium,high,no,mismatch
w10_schema_v4_access,GRAM-ODE,year,2023,2023,yes,exact
w10_schema_v4_access,GRAM-ODE,venue_type,journal,journal,yes,exact
w10_schema_v4_access,GRAM-ODE,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,GRAM-ODE,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,GRAM-ODE,target_class,multiple_targets,traffic_flow,no,mismatch
w10_schema_v4_access,GRAM-ODE,dataset_family,metr_la|pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,metr_la|pems_bay,no,set_mismatch
w10_schema_v4_access,GRAM-ODE,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,GRAM-ODE,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,GRAM-ODE,horizon_type,sequence,single_horizon,no,mismatch
w10_schema_v4_access,GRAM-ODE,horizon_min_value,12,12,yes,exact
w10_schema_v4_access,GRAM-ODE,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,GRAM-ODE,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,GRAM-ODE,frequency_value,5,5,yes,exact
w10_schema_v4_access,GRAM-ODE,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,GRAM-ODE,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,GRAM-ODE,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,GRAM-ODE,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,GRAM-ODE,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,GRAM-ODE,coding_status,complete,complete,yes,exact
w10_schema_v4_access,GRAM-ODE,confidence,high,high,yes,exact
w10_schema_v4_access,LargeST,year,2023,2023,yes,exact
w10_schema_v4_access,LargeST,venue_type,conference,preprint,no,mismatch
w10_schema_v4_access,LargeST,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,LargeST,task_class,benchmark_evaluation,benchmark_evaluation,yes,exact
w10_schema_v4_access,LargeST,target_class,traffic_flow,traffic_flow,yes,exact
w10_schema_v4_access,LargeST,dataset_family,largest|california_pems,california_highway_pems,no,set_mismatch
w10_schema_v4_access,LargeST,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,LargeST,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,LargeST,horizon_type,sequence,sequence,yes,exact
w10_schema_v4_access,LargeST,horizon_min_value,12,12,yes,exact
w10_schema_v4_access,LargeST,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,LargeST,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,LargeST,frequency_value,5,15,no,mismatch
w10_schema_v4_access,LargeST,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,LargeST,graph_node_count_min,716,716,yes,exact
w10_schema_v4_access,LargeST,graph_node_count_max,8600,8600,yes,exact
w10_schema_v4_access,LargeST,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,LargeST,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,LargeST,coding_status,complete,complete,yes,exact
w10_schema_v4_access,LargeST,confidence,high,high,yes,exact
w10_schema_v4_access,STG4Traffic,year,2024,2024,yes,exact
w10_schema_v4_access,STG4Traffic,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,STG4Traffic,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,STG4Traffic,task_class,benchmark_evaluation,benchmark_evaluation,yes,exact
w10_schema_v4_access,STG4Traffic,target_class,traffic_speed_and_flow,traffic_speed_and_flow,yes,exact
w10_schema_v4_access,STG4Traffic,dataset_family,metr_la|pems_bay|pemsd4|pemsd8,metr_la|pems_bay|pemsd4|pemsd8,yes,exact_set
w10_schema_v4_access,STG4Traffic,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,STG4Traffic,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,STG4Traffic,horizon_type,multi_horizon,multi_horizon,yes,exact
w10_schema_v4_access,STG4Traffic,horizon_min_value,15,15,yes,exact
w10_schema_v4_access,STG4Traffic,horizon_max_value,60,60,yes,exact
w10_schema_v4_access,STG4Traffic,horizon_unit,minutes,minutes,yes,exact
w10_schema_v4_access,STG4Traffic,frequency_value,5,5,yes,exact
w10_schema_v4_access,STG4Traffic,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,STG4Traffic,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,STG4Traffic,graph_node_count_max,325,325,yes,exact
w10_schema_v4_access,STG4Traffic,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,STG4Traffic,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,STG4Traffic,coding_status,complete,complete,yes,exact
w10_schema_v4_access,STG4Traffic,confidence,high,high,yes,exact
w10_schema_v4_access,STAEformer,year,2023,2023,yes,exact
w10_schema_v4_access,STAEformer,venue_type,conference,conference,yes,exact
w10_schema_v4_access,STAEformer,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,STAEformer,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,STAEformer,target_class,traffic_flow,traffic_speed,no,mismatch
w10_schema_v4_access,STAEformer,dataset_family,metr_la|pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,metr_la|pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,yes,exact_set
w10_schema_v4_access,STAEformer,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,STAEformer,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,STAEformer,horizon_type,multi_horizon,multi_horizon,yes,exact
w10_schema_v4_access,STAEformer,horizon_min_value,3,3,yes,exact
w10_schema_v4_access,STAEformer,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,STAEformer,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,STAEformer,frequency_value,5,5,yes,exact
w10_schema_v4_access,STAEformer,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,STAEformer,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,STAEformer,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,STAEformer,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,STAEformer,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,STAEformer,coding_status,complete,complete,yes,exact
w10_schema_v4_access,STAEformer,confidence,high,high,yes,exact
w10_schema_v4_access,MSGNN,year,2023,2023,yes,exact
w10_schema_v4_access,MSGNN,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,MSGNN,domain_class,epidemiology,epidemiology,yes,exact
w10_schema_v4_access,MSGNN,task_class,covid_forecasting,covid_forecasting,yes,exact
w10_schema_v4_access,MSGNN,target_class,covid_cases,covid_cases,yes,exact
w10_schema_v4_access,MSGNN,dataset_family,us_county_state_covid19,nyt_covid,no,set_mismatch
w10_schema_v4_access,MSGNN,has_public_code,not_reported,no,no,mismatch
w10_schema_v4_access,MSGNN,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,MSGNN,horizon_type,multi_horizon,multi_horizon,yes,exact
w10_schema_v4_access,MSGNN,horizon_min_value,1,1,yes,exact
w10_schema_v4_access,MSGNN,horizon_max_value,3,3,yes,exact
w10_schema_v4_access,MSGNN,horizon_unit,weeks,weeks,yes,exact
w10_schema_v4_access,MSGNN,frequency_value,1,7,no,mismatch
w10_schema_v4_access,MSGNN,frequency_unit,days,days,yes,exact
w10_schema_v4_access,MSGNN,graph_node_count_min,not_reported,3000,no,mismatch
w10_schema_v4_access,MSGNN,graph_node_count_max,not_reported,3000,no,mismatch
w10_schema_v4_access,MSGNN,node_unit,counties,counties,yes,exact
w10_schema_v4_access,MSGNN,graph_node_count_status,partial,found,no,mismatch
w10_schema_v4_access,MSGNN,coding_status,partial,complete,no,mismatch
w10_schema_v4_access,MSGNN,confidence,medium,high,no,mismatch
w10_schema_v4_access,ASeer,year,2024,2024,yes,exact
w10_schema_v4_access,ASeer,venue_type,conference,conference,yes,exact
w10_schema_v4_access,ASeer,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,ASeer,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,ASeer,target_class,traffic_flow,traffic_speed_and_flow,no,mismatch
w10_schema_v4_access,ASeer,dataset_family,zhuzhou|baoding,not_reported,no,set_mismatch
w10_schema_v4_access,ASeer,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,ASeer,has_public_dataset,no,yes,no,mismatch
w10_schema_v4_access,ASeer,horizon_type,single_horizon,sequence,no,mismatch
w10_schema_v4_access,ASeer,horizon_min_value,60,3600,no,mismatch
w10_schema_v4_access,ASeer,horizon_max_value,60,3600,no,mismatch
w10_schema_v4_access,ASeer,horizon_unit,minutes,steps,no,mismatch
w10_schema_v4_access,ASeer,frequency_value,dataset_specific,not_reported,no,mismatch
w10_schema_v4_access,ASeer,frequency_unit,dataset_specific,not_reported,no,mismatch
w10_schema_v4_access,ASeer,graph_node_count_min,264,264,yes,exact
w10_schema_v4_access,ASeer,graph_node_count_max,620,620,yes,exact
w10_schema_v4_access,ASeer,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,ASeer,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,ASeer,coding_status,partial,complete,no,mismatch
w10_schema_v4_access,ASeer,confidence,medium,high,no,mismatch
w10_schema_v4_access,DHSL,year,2023,2023,yes,exact
w10_schema_v4_access,DHSL,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,DHSL,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,DHSL,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,DHSL,target_class,traffic_flow,traffic_flow,yes,exact
w10_schema_v4_access,DHSL,dataset_family,pemsd3|pemsd4|pemsd7|pemsd8,pems03|pems04|pems07|pems08,yes,alias_set
w10_schema_v4_access,DHSL,has_public_code,not_reported,no,no,mismatch
w10_schema_v4_access,DHSL,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,DHSL,horizon_type,sequence,single_horizon,no,mismatch
w10_schema_v4_access,DHSL,horizon_min_value,12,12,yes,exact
w10_schema_v4_access,DHSL,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,DHSL,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,DHSL,frequency_value,5,5,yes,exact
w10_schema_v4_access,DHSL,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,DHSL,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,DHSL,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,DHSL,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,DHSL,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,DHSL,coding_status,complete,complete,yes,exact
w10_schema_v4_access,DHSL,confidence,medium,high,no,mismatch
w10_schema_v4_access,STExplainer,year,2023,2023,yes,exact
w10_schema_v4_access,STExplainer,venue_type,conference,conference,yes,exact
w10_schema_v4_access,STExplainer,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,STExplainer,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,STExplainer,target_class,traffic_flow,traffic_flow,yes,exact
w10_schema_v4_access,STExplainer,dataset_family,pemsd4|pemsd7|pemsd8,pemsd4|pemsd7|pemsd8,yes,exact_set
w10_schema_v4_access,STExplainer,has_public_code,yes,yes,yes,exact
w10_schema_v4_access,STExplainer,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,STExplainer,horizon_type,sequence,sequence,yes,exact
w10_schema_v4_access,STExplainer,horizon_min_value,12,12,yes,exact
w10_schema_v4_access,STExplainer,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,STExplainer,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,STExplainer,frequency_value,5,5,yes,exact
w10_schema_v4_access,STExplainer,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,STExplainer,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,STExplainer,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,STExplainer,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,STExplainer,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,STExplainer,coding_status,complete,complete,yes,exact
w10_schema_v4_access,STExplainer,confidence,medium,high,no,mismatch
w10_schema_v4_access,STGNPP,year,2023,2023,yes,exact
w10_schema_v4_access,STGNPP,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,STGNPP,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,STGNPP,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,STGNPP,target_class,multiple_targets,multiple_targets,yes,exact
w10_schema_v4_access,STGNPP,dataset_family,beijing|chengdu,amap_beijing,no,set_mismatch
w10_schema_v4_access,STGNPP,has_public_code,not_reported,no,no,mismatch
w10_schema_v4_access,STGNPP,has_public_dataset,no,no,yes,exact
w10_schema_v4_access,STGNPP,horizon_type,dataset_specific,sequence,no,mismatch
w10_schema_v4_access,STGNPP,horizon_min_value,6,6,yes,exact
w10_schema_v4_access,STGNPP,horizon_max_value,6,6,yes,exact
w10_schema_v4_access,STGNPP,horizon_unit,hours,hours,yes,exact
w10_schema_v4_access,STGNPP,frequency_value,5,5,yes,exact
w10_schema_v4_access,STGNPP,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,STGNPP,graph_node_count_min,435,435,yes,exact
w10_schema_v4_access,STGNPP,graph_node_count_max,573,573,yes,exact
w10_schema_v4_access,STGNPP,node_unit,links,links,yes,exact
w10_schema_v4_access,STGNPP,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,STGNPP,coding_status,partial,complete,no,mismatch
w10_schema_v4_access,STGNPP,confidence,medium,high,no,mismatch
w10_schema_v4_access,AI-Truck,year,2024,2023,no,mismatch
w10_schema_v4_access,AI-Truck,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,AI-Truck,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,AI-Truck,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,AI-Truck,target_class,multiple_targets,traffic_flow,no,mismatch
w10_schema_v4_access,AI-Truck,dataset_family,chengdu_slag_truck,not_reported,no,set_mismatch
w10_schema_v4_access,AI-Truck,has_public_code,not_reported,no,no,mismatch
w10_schema_v4_access,AI-Truck,has_public_dataset,no,no,yes,exact
w10_schema_v4_access,AI-Truck,horizon_type,single_horizon,single_horizon,yes,exact
w10_schema_v4_access,AI-Truck,horizon_min_value,30,1,no,mismatch
w10_schema_v4_access,AI-Truck,horizon_max_value,60,1,no,mismatch
w10_schema_v4_access,AI-Truck,horizon_unit,minutes,hours,no,mismatch
w10_schema_v4_access,AI-Truck,frequency_value,30,30,yes,exact
w10_schema_v4_access,AI-Truck,frequency_unit,minutes,seconds,no,mismatch
w10_schema_v4_access,AI-Truck,graph_node_count_min,255,not_reported,no,mismatch
w10_schema_v4_access,AI-Truck,graph_node_count_max,255,not_reported,no,mismatch
w10_schema_v4_access,AI-Truck,node_unit,nodes,not_reported,no,mismatch
w10_schema_v4_access,AI-Truck,graph_node_count_status,partial,not_reported,no,mismatch
w10_schema_v4_access,AI-Truck,coding_status,partial,partial,yes,exact
w10_schema_v4_access,AI-Truck,confidence,medium,low,no,mismatch
w10_schema_v4_access,COOL,year,2025,2024,no,mismatch
w10_schema_v4_access,COOL,venue_type,preprint,preprint,yes,exact
w10_schema_v4_access,COOL,domain_class,traffic,traffic,yes,exact
w10_schema_v4_access,COOL,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w10_schema_v4_access,COOL,target_class,traffic_speed_and_flow,traffic_speed_and_flow,yes,exact
w10_schema_v4_access,COOL,dataset_family,metr_la|pems_bay|pemsd7|pemsd8,metr_la|pems_bay|pemsd7|pemsd8,yes,exact_set
w10_schema_v4_access,COOL,has_public_code,not_reported,no,no,mismatch
w10_schema_v4_access,COOL,has_public_dataset,yes,yes,yes,exact
w10_schema_v4_access,COOL,horizon_type,multi_horizon,multi_horizon,yes,exact
w10_schema_v4_access,COOL,horizon_min_value,3,3,yes,exact
w10_schema_v4_access,COOL,horizon_max_value,12,12,yes,exact
w10_schema_v4_access,COOL,horizon_unit,steps,steps,yes,exact
w10_schema_v4_access,COOL,frequency_value,5,5,yes,exact
w10_schema_v4_access,COOL,frequency_unit,minutes,minutes,yes,exact
w10_schema_v4_access,COOL,graph_node_count_min,170,170,yes,exact
w10_schema_v4_access,COOL,graph_node_count_max,883,883,yes,exact
w10_schema_v4_access,COOL,node_unit,sensors,sensors,yes,exact
w10_schema_v4_access,COOL,graph_node_count_status,found,found,yes,exact
w10_schema_v4_access,COOL,coding_status,complete,complete,yes,exact
w10_schema_v4_access,COOL,confidence,high,high,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,year,2018,2018,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,venue_type,conference,conference,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,domain_class,traffic,traffic,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,target_class,traffic_speed,traffic_speed,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,dataset_family,metr_la|pems_bay,metr_la|pems_bay,yes,exact_set
w16_temporal_audit_qwen3_coder,DCRNN,has_public_code,yes,yes,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,has_public_dataset,yes,yes,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,horizon_type,multi_horizon,multi_horizon,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,horizon_min_value,15,15,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,horizon_max_value,60,60,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,horizon_unit,minutes,minutes,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,frequency_value,5,5,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,frequency_unit,minutes,minutes,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,graph_node_count_min,207,207,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,graph_node_count_max,325,325,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,node_unit,sensors,sensors,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,graph_node_count_status,found,found,yes,exact
w16_temporal_audit_qwen3_coder,DCRNN,coding_status,complete,complete,yes,exact
